"id","numero_cte","destinatario_nome","veiculo_placa","valor_total","data_emissao","numero_fatura","data_baixa","observacao","data_inclusao_fatura","data_envio_processo","primeiro_envio","data_rq_tmc","data_atesto","envio_final","origem_dados","created_at","updated_at"
1639,21041,"BAKER HUGHES DO BRASIL LTDA","KYN6481","1577.50","2024-08-06","5023763","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-13","2024-08-06","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:47.926402+00"
1640,21039,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KOR7G99","1798.82","2024-08-06","5023761","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-13","2024-08-06","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:48.145374+00"
1641,21040,"BAKER HUGHES DO BRASIL LTDA","KYN6481","1242.97","2024-08-06","5023762","2024-09-06"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-13","2024-08-06","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:49.719345+00"
1642,21048,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","943.42","2024-08-07","5023770","2024-10-04"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-13","2024-08-07","2024-09-23","2024-09-25","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:45.406675+00"
1643,21046,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","525.05","2024-08-07","5023768","2024-10-04"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-13","2024-08-07","2024-09-23","2024-09-25","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:45.625897+00"
1644,21045,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","593.54","2024-08-07","5023767","2024-10-04"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-13","2024-08-07","2024-09-23","2024-09-25","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:45.846212+00"
1645,21044,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","565.83","2024-08-07","5023766","2024-10-04"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-13","2024-08-07","2024-09-23","2024-09-25","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:46.068655+00"
1646,21052,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","670.84","2024-08-08","5023774","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-20","2024-08-08","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:42.255602+00"
1647,21051,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","652.00","2024-08-08","5023773","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-20","2024-08-08","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:47.258368+00"
1648,21050,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","668.08","2024-08-08","5023772","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-20","2024-08-08","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:47.481617+00"
1649,21049,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1198.16","2024-08-08","5023771","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-20","2024-08-08","2024-09-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:53.505157+00"
1650,21053,"BAKER HUGHES DO BRASIL LTDA","KYN6481","7643.00","2024-08-11","5023775","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-14","2024-08-11","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:42.053204+00"
1651,21055,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","951.45","2024-08-11","5023777","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-14","2024-08-11","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:46.812308+00"
1652,21054,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","3171.58","2024-08-11","5023776","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-14","2024-08-11","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:47.034888+00"
1653,21062,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","652.31","2024-08-12","5023783","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-16","2024-08-12","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:41.18719+00"
1654,21060,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","745.35","2024-08-12","5023781","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-16","2024-08-12","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:41.402576+00"
1655,21058,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","743.59","2024-08-12","5023779","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-14","2024-08-12","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:41.61841+00"
1656,21057,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","1051.77","2024-08-12","5023778","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-14","2024-08-12","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:41.825887+00"
1657,21063,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","888.00","2024-08-12","5023784","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-16","2024-08-12","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:46.13585+00"
1658,21061,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1177.36","2024-08-12","5023782","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-16","2024-08-12","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:46.356848+00"
1659,21059,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","681.46","2024-08-12","5023780","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-14","2024-08-12","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:46.590093+00"
1660,21068,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","1045.52","2024-08-13","5023788","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-19","2024-08-13","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:40.537848+00"
1661,21066,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","872.96","2024-08-13","5023786","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-16","2024-08-13","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:40.757729+00"
1662,21065,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","885.99","2024-08-13","5023785","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-16","2024-08-13","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:40.974823+00"
1663,21067,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1681.63","2024-08-13","5023787","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-16","2024-08-13","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:45.915385+00"
1664,21080,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","980.97","2024-08-15","5023800","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:38.191246+00"
1665,21079,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","524.20","2024-08-15","5023799","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:38.40294+00"
1666,21078,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","451.64","2024-08-15","5023798","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:38.626757+00"
1667,21077,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","762.68","2024-08-15","5023797","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:38.836631+00"
1668,21076,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","602.49","2024-08-15","5023796","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:39.045751+00"
1669,21075,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","651.64","2024-08-15","5023795","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:39.250793+00"
1670,21074,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1113.23","2024-08-15","5023794","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-19","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:39.453334+00"
1671,21073,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","3152.51","2024-08-15","5023793","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-19","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:39.669658+00"
1672,21072,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","2030.17","2024-08-15","5023792","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-19","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:39.885178+00"
1673,21071,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","526.78","2024-08-15","5023791","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-19","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:40.100026+00"
1674,21070,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","802.28","2024-08-15","5023790","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-19","2024-08-15","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:40.32363+00"
1675,21082,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","2599.68","2024-08-16","5023802","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-16","2024-08-26","2024-08-27","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:37.985763+00"
1676,21081,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","EMR3D89","4558.57","2024-08-16","5023801","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-16","2024-09-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:53.285956+00"
1677,21087,"BAKER HUGHES DO BRASIL LTDA","KYN6481","821.68","2024-08-20","5023807","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-20","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:37.117005+00"
1678,21086,"BAKER HUGHES DO BRASIL LTDA","KYN6481","3682.15","2024-08-20","5023806","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-20","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:37.329402+00"
1679,21085,"BAKER HUGHES DO BRASIL LTDA","KYN6481","851.47","2024-08-20","5023805","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-20","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:37.537084+00"
1680,21084,"BAKER HUGHES DO BRASIL LTDA","KYN6481","843.15","2024-08-20","5023804","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-20","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:37.76806+00"
1681,21069,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KQO5E26","1456.14","2024-08-20","5023789","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-19","2024-08-20","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:45.691621+00"
1682,21083,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KQO5E26","7799.87","2024-08-20","5023803","2024-10-04"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-20","2024-09-23","2024-09-25","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:45.184296+00"
1683,21093,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","2312.55","2024-08-21","5023812","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-21","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:36.245595+00"
1684,21092,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","999.56","2024-08-21","5023811","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-21","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:36.463245+00"
1685,21091,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","938.91","2024-08-21","5023810","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-21","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:36.670767+00"
1686,21090,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","674.73","2024-08-21","5023809","2024-09-05"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-21","2024-08-23","2024-08-23","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:36.894028+00"
1687,21098,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","591.32","2024-08-21","5023817","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-23","2024-08-21","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:51.97316+00"
1688,21097,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","594.10","2024-08-21","5023816","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-23","2024-08-21","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:52.191542+00"
1689,21096,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","622.06","2024-08-21","5023815","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-23","2024-08-21","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:52.405858+00"
1690,21095,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1452.03","2024-08-21","5023814","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-23","2024-08-21","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:52.62516+00"
1691,21094,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","606.40","2024-08-21","5023813","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-23","2024-08-21","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:52.83922+00"
1692,21089,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","1791.04","2024-08-21","5023808","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-22","2024-08-21","2024-09-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:53.058358+00"
1693,21103,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KOR7G99","2662.15","2024-08-22","5023822","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-28","2024-08-22","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:50.855725+00"
1694,21102,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","691.93","2024-08-22","5023821","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-27","2024-08-22","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:51.096502+00"
1695,21101,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","796.60","2024-08-22","5023820","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-27","2024-08-22","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:51.318228+00"
1696,21100,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","667.84","2024-08-22","5023819","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-27","2024-08-22","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:51.537866+00"
1697,21099,"BAKER HUGHES DO BRASIL LTDA","KQO5E26","771.01","2024-08-22","5023818","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-27","2024-08-22","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:51.756492+00"
1698,21105,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","617.49","2024-08-23","5023824","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-27","2024-08-23","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:50.400335+00"
1699,21104,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","613.28","2024-08-23","5023823","2024-09-12"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-27","2024-08-23","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:50.622095+00"
1700,21106,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","587.65","2024-08-23","5023825","2024-09-16"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-27","2024-08-23","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:53.723962+00"
1701,21115,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KOR7G99","1130.11","2024-08-27","5023832","2024-09-16"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-29","2024-08-27","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:53.937809+00"
1702,21117,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","979.54","2024-08-27","5023834","2024-09-16"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-29","2024-08-27","2024-08-30","2024-09-02","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:54.156293+00"
1703,21113,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1403.22","2024-08-27","5023830","2024-09-27"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-29","2024-08-27","2024-09-09","2024-09-10","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:54.376477+00"
1704,21112,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","1345.91","2024-08-27","5023829","2024-09-27"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-29","2024-08-27","2024-09-09","2024-09-10","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:54.59398+00"
1705,21111,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","3870.65","2024-08-27","5023828","2024-09-27"," | BAIXA REGISTRADA",NULL,NULL,"2024-08-29","2024-08-27","2024-09-09","2024-09-10","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:54.805384+00"
1706,21121,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","738.37","2024-08-28","5023840","2024-09-30"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-28","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:58.617798+00"
1707,21123,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","631.43","2024-08-28","5023842","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-28","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:44.309611+00"
1708,21122,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","598.74","2024-08-28","5023841","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-28","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:44.545796+00"
1709,21120,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","895.33","2024-08-28","5023839","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-28","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:44.75302+00"
1710,21119,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","1068.63","2024-08-28","5023838","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-28","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:44.961849+00"
1711,21126,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","887.24","2024-08-29","5023845","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-29","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:43.663948+00"
1712,21125,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","882.13","2024-08-29","5023844","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-29","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:43.877472+00"
1713,21124,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","1896.12","2024-08-29","5023843","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-29","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:44.100686+00"
1714,21131,"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA","KXO7J95","2363.94","2024-08-30","5023850","2024-09-30"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-30","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:57.921262+00"
1715,21130,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","767.50","2024-08-30","5023849","2024-09-30"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-30","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:58.162678+00"
1716,21128,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","828.06","2024-08-30","5023847","2024-09-30"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-30","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:58.398233+00"
1717,21129,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","651.78","2024-08-30","5023848","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-30","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:43.233152+00"
1718,21127,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","714.88","2024-08-30","5023846","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-08-30","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:43.442257+00"
1719,21132,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","801.17","2024-09-02","5023851","2024-10-03"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-09-02","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:54:43.024886+00"
1720,21141,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","722.97","2024-09-03","5023860","2024-09-30"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-10","2024-09-03","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:56.579561+00"
1721,21140,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","971.47","2024-09-03","5023859","2024-09-30"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-10","2024-09-03","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:56.804842+00"
1722,21138,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","802.32","2024-09-03","5023857","2024-09-30"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-10","2024-09-03","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:57.029519+00"
1723,21136,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","493.85","2024-09-03","5023855","2024-09-30"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-09-03","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:57.247568+00"
1724,21134,"BAKER HUGHES DO BRASIL LTDA","KOR7G99","670.97","2024-09-03","5023853","2024-09-30"," | BAIXA REGISTRADA",NULL,NULL,"2024-09-09","2024-09-03","2024-09-11","2024-09-11","CSV_Importado_V4","2025-08-12 17:33:58.409445+00","2025-08-13 10:47:57.47185+00"
